text,label
"would i be able to test drive a vehicle alone? 
",1
"would anyone be able to test drive a vehicle? 
",1
"what occurs on a test drive? 
",1
"would it be advisable for me to give somebody a chance to test drive the vehicle? 
",1
"do I have to pay to test drive? 
",1
"do I need a driving permit to test drive a vehicle? 
",1
"what number of kilometers I can test drive a vehicle? 
",1
"will police get at test drive? 
",1
"will the vehicle go to my home to get for test drive? 
",1
"do you have whenever opening for test drive? 
",1
"is it true that you are open on Sunday? 
",1
"would i be able to return home get? 
",1
"would i be able to return home drop after test drive? 
",1
"what number of individuals can sit in the vehicle at test drive? 
",1
"would i be able to bring my family for test drive? 
",1
"little kids permitted at test drive? 
",1
"is test drive permitted in the night? 
",1
"is test infer accessible early morning? 
",1
"what help will I get at test drive? 
",1
"is there a technician accessible during test drive? 
",1
"after test drive is it necessary that I have to purchase the vehicle? 
",1
"imagine a scenario where I don't purchase the vehicle after test drive. 
",1
"do I have to purchase a similar test vehicle after test drive? 
",1
"would i be able to drive the vehicle which in plan to purchase at test drive? 
",1
"is there any wellness authentication required at test drive? 
",1
"why test drive required? 
",1
will I get demo of the vehicle at test drive?,1
